14628415.494238000363,14541756.957433000207,14305900.692965999246,12815805.064167000353,14566660.033510999754,13162911.687195999548,13327485.799783999100,13749719.422940999269,14007489.095052000135,14835542.259420000017,12977931.843650000170,13638101.486958000809,14275727.295430000871,13181270.700478000566,12880373.185600999743,14510322.928216999397,13057795.809629000723,14128711.444894000888,12813432.268572999164,12740101.869921000674,14360148.625772999600,15424645.593208000064,13313768.537289999425,13935659.863917000592,14426213.343915000558,14912532.274747999385,15366489.864804999903,13525875.098313000053,15290262.966637000442,15247070.226977000013,13243543.931983999908,13347752.008359000087,
15271369.050953999162,15520328.012532999739,12770907.128225000575,13797138.104462999851,13839166.666169000790,15202402.447678999975,16291789.419353999197,12207487.908007999882,15420697.702801000327,14049642.001912999898,15319607.813449999318,15329628.633004000410,14413109.955728000030,16119467.479117000476,13145526.495636999607,15638535.742968000472,16002132.358800999820,14678524.851594999433,13496207.012080999091,14725767.144121000543,15851268.763442000374,14606303.049737000838,14761689.636580999941,14972368.415179999545,16313149.560445999727,17431532.639226999134,15420513.529934000224,17208602.371916998178,15255664.723448999226,14199587.020450999960,14042665.836064999923,16076531.522507000715,
13963166.748995000497,15641825.193298000842,15447036.692957000807,16341691.399391999468,17816880.564403999597,15072283.851071000099,16743487.218042999506,16318190.585038000718,16946992.922754999250,15830865.615578999743,14845407.001587999985,15060664.577689999714,17044631.807491000742,16674133.003174999729,16646886.102060999721,16105128.686325000599,16020648.224563000724,15356630.223836999387,16713004.477090999484,16101330.735068000853,15527736.554585000500,14276979.785924000666,17857162.457446001470,18353370.027267001569,18405272.537980001420,16053510.634787999094,15621939.994324000552,16651213.452887000516,15591000.818907000124,15116981.346780000255,15912733.641239000484,16921953.828754000366,
17180813.297125998884,16591552.758416999131,16627339.853466000408,14912183.139562999830,19023148.928456000984,19061046.646435998380,17493500.330627001822,17744786.111118000001,17339310.835163999349,18228218.706169001758,17214297.273426998407,16096523.669997999445,17268830.802831001580,17173388.967266999185,16581516.808537999168,17011637.494541998953,17272211.594108000398,17611278.742042999715,18783803.379689000547,16808547.802179001272,16453786.128830999136,17744387.736754998565,17819955.643398001790,18411605.853587999940,17737890.271228000522,18630769.414019998163,17832243.403726000339,17177367.913105998188,18218625.554581001401,17958623.766272999346,19900433.845235999674,19066437.682445999235,
19060263.936817999929,18440123.709394998848,17878350.971480999142,19376979.631992999464,19172124.339352998883,18039847.462023999542,18104737.459192998707,18655732.145426001400,19578857.073274001479,18730124.345894001424,18018371.341086000204,18145820.659354999661,18112435.199737001210,18985627.969379998744,18324042.423386998475,18353199.466446001083,19659362.842491999269,18063014.274257000536,19418408.399266999215,18349040.889270998538,19503567.669043999165,19454065.851479999721,18358159.599256001413,20417629.722220998257,17597300.178895000368,18413562.256852000952,19101609.088635001332,18802580.862702000886,19253382.795223001391,17981615.893941998482,18747773.314369000494,19815158.006274998188,
19991089.376242998987,21608311.606681998819,19858213.669123999774,18643237.361260000616,19542168.470725998282,19598797.370051000267,20976485.976362999529,20981581.103172000498,20795834.612224001437,20963729.180358998477,19296398.425898998976,20227179.225448999554,21647807.780338000506,19734764.637060001493,20570237.077707000077,21451233.242311000824,20108314.266297999769,21280415.182895999402,21177436.551708001643,20389347.350788000971,20782007.167116001248,19171991.213941998780,21090311.738547999412,21654567.234763998538,17499691.720945000648,20223133.263353999704,20835328.667371999472,20016293.850779000670,18578386.617991998792,19056921.132210001349,18740833.830804001540,19782931.663593001664,
20716284.502817999572,19754587.077707998455,22034086.679806001484,21488032.840936999768,20938095.392827998847,20615898.681882001460,21670402.900393001735,20617476.242237001657,21466117.889529000968,22430094.916893001646,21234392.339108999819,20071673.837544001639,21104843.964859999716,22398735.907276000828,20607508.711174000055,22419696.165279000998,20766765.039395000786,22933108.211536001414,22663722.798930998892,19462629.344762999564,20616279.806402999908,23851973.108693998307,21627371.261016998440,22343875.290897000581,22377496.561450999230,21931222.486928001046,21887735.415199998766,21576914.180771999061,21878657.138452999294,21470165.649576000869,22214090.256563998759,21928418.857638999820,
23379385.595040999353,24646845.640935998410,22826756.861756000668,23207916.071779999882,22719205.734250001609,22845177.160647999495,24077055.552076000720,21183860.824836999178,24352089.965576998889,22031828.490375999361,22921816.514072000980,24083044.743358001113,24559890.576707001776,22444743.449386999011,22378088.680328000337,23778113.617683000863,23905604.321476001292,22814852.896226000041,24237314.468763999641,23117776.878766000271,21930245.154628999531,25470976.896857999265,24554290.317862000316,23823164.024870000780,24170306.014619998634,24811800.798606000841,21810669.540878001601,23793823.275175001472,21711360.787032000721,23847378.899381998926,22019687.340668998659,22227175.355548001826,
23008421.124499998987,22550798.629585999995,23857677.412606999278,24312811.252220999449,21807135.319958001375,25826001.705494001508,23094238.496853001416,24138634.496807999909,22765402.608559999615,25046263.532292999327,24052110.922922998667,25200841.843738000840,24101813.909267999232,24850201.323823001236,24584185.983336001635,23762803.612569998950,23211151.770447000861,25870578.229772999883,23388128.061788998544,23332582.440019998699,24280678.462871998549,26573280.292697999626,23711485.089457001537,25521158.279093999416,25563310.387598998845,22740651.109446000308,24531429.726612001657,25413471.046930998564,24950374.394462998956,23990090.407836999744,26037853.243877999485,26305704.968811001629,
24564295.813868001103,24469713.377092000097,24564949.705761998892,24864431.561896000057,23941586.118781998754,26267582.271019998938,24799407.172120001167,25626073.522541001439,25584091.575922001153,23912494.559080000967,26954430.548347000033,23807951.893121000379,25764739.898851998150,26188671.428977001458,25498248.072298001498,24989699.451285000890,26804444.381354000419,26972632.256793998182,23680667.012021999806,26535686.942118000239,27370481.638659998775,23931592.408672001213,25152879.707210000604,25304152.236513998359,24238706.005231000483,24851623.740437000990,27075797.351486001164,26542184.854674998671,26307409.826737001538,27788610.410622000694,26922384.169169001281,25877753.158769998699,
26544921.850159998983,26509046.222003001720,25448869.757073000073,24411784.942228000611,26485193.732002001256,25497006.004365999252,26889554.495889000595,26743145.874586999416,28911254.456413000822,26531700.560646001250,26638485.630539000034,26402750.068009998649,26390093.992164999247,26940812.961635001004,24603611.160553000867,27324200.449445001781,27713090.627271000296,27520726.984685998410,25776514.487238001078,26489373.290936999023,28388955.614291001111,27751075.215454000980,24758222.693309001625,28453447.004202999175,25724078.062075000256,29943294.420972000808,28474895.793310001493,30172869.621188998222,26118036.611058000475,27649172.910427998751,25940809.500782001764,27542900.137354999781,
29456973.539919000119,27841420.298999000341,27959240.390803001821,27589387.471193000674,27941235.665146000683,28161367.372970998287,26767530.152453001589,27286513.488060999662,27476578.201900001615,27794570.054768998176,27301465.670618999749,28198567.211020000279,27779159.093639999628,25352391.362093999982,28565494.226043000817,30791017.131113998592,26893758.279936999083,27947992.878981001675,29013186.838461998850,28229223.046580001712,29542839.232259999961,29160426.966428998858,27284203.846824001521,29264044.039524000138,27015023.002429001033,29333030.544387001544,27951422.695631999522,26871306.351208999753,28896190.593168001622,26640728.080540001392,27292138.465273000300,29927813.690636001527,
28260447.085960000753,28160255.224350001663,30055484.378812000155,29583384.966294001788,26961554.418767001480,30136742.762439999729,28648591.279091000557,29581157.651386000216,28160870.697110000998,30171871.063232999295,29838089.900316998363,30768913.255980998278,28466100.623939000070,30945517.046668998897,28227707.878180000931,29036451.882142998278,30380648.063788998872,28945569.860077001154,30281256.042677998543,30099369.593772999942,27805310.666025001556,29200674.284203998744,29474762.007135000080,28154573.426325999200,30889403.044883999974,28200100.150081999600,28546549.267365999520,30152267.079045001417,32269835.078451000154,32399036.653062999249,29003676.319237001240,29405152.624692000449,
33260717.274753000587,30033466.748785998672,28820782.738752000034,30772339.420963000506,31249339.880236998200,31534231.670437000692,30678414.260823998600,29751255.902798000723,32806022.850186999887,29548164.007417000830,29878352.189261998981,30592550.491218000650,29633647.928373001516,30431187.911456000060,31857779.554917000234,30241029.466979000717,29906094.238102000207,28866534.502450000495,30063024.736001998186,32680663.574129000306,29802023.786664001644,30606058.152844000608,31733569.437500000000,33436763.657292000949,32101095.992681998760,31843215.096156001091,31838797.709679998457,30676548.106580000371,32144605.298567999154,31599674.572324998677,31800297.853778000921,30394886.559206001461,
31644421.362934000790,33087489.668689001352,33383961.233603999019,32876926.323261998594,32223141.135244000703,31134407.563781000674,31579572.525954000652,30036159.866739001125,31133836.944905001670,30415339.815026000142,31938543.565359000117,31509446.242467001081,31764574.854508999735,32898381.921381998807,33651965.830742001534,30791430.937639001757,33870843.685041002929,32416814.702468998730,31458707.644425000995,31761277.243604000658,31044865.069825999439,30465766.985523000360,34994284.567699000239,32812006.830949999392,31731777.200298998505,31062914.065026998520,33862266.820694997907,35064938.671948999166,32451223.380601000041,32564240.957442000508,32558632.071122001857,32489782.743611998856,
30716278.214297998697,33253974.841008000076,31863697.200162000954,35729317.196388997138,31490166.237387999892,33390667.167224999517,32359316.733950000256,31313165.141800001264,30564543.120969001204,31920369.123553998768,34046755.741623997688,33012715.824131999165,32658097.018770001829,34081310.017930999398,32885143.432714000344,33859301.614198997617,33651390.708976998925,33287660.573146998882,32863551.016568001360,32945185.784520998597,32245581.525230001658,35408470.873478002846,33788861.631888002157,34684483.121409997344,32481365.219514999539,34742231.037358000875,33596908.068575002253,34170267.359696000814,35157675.420713000000,31646972.216164000332,34875656.540903002024,32798774.940524000674,
34260808.955748997629,33393134.932254001498,33734269.005010001361,35901609.429903998971,32975169.507610999048,35135531.412134997547,33659470.923903003335,32275795.905062001199,35498346.324937000871,33652894.126249998808,34051027.004396997392,34376044.898619003594,34252364.732764996588,32606272.975698001683,36877461.847517997026,36215726.225023001432,35625286.029890000820,32829554.652029000223,34234634.394872002304,35492428.253928996623,32954684.424901999533,35883960.335556998849,36612808.970535002649,34683342.310594998300,35199502.567993000150,34178750.017926998436,36269749.158249996603,38083764.228345997632,35132104.036865003407,31756540.847461000085,35414789.085597001016,35985885.603839002550,
33703053.557448998094,37834112.794049002230,35759308.801072999835,35760226.928623996675,36787551.930959999561,36705944.070900999010,33713390.434982001781,37484128.144496001303,35330014.861239001155,35957443.218019999564,36620521.547275997698,36766298.236359998584,38869140.203695997596,35944108.753825999796,35225728.948669999838,37484756.015271998942,33895067.880212001503,37034736.036940999329,35568120.242170996964,32171846.421461001039,36376973.373728998005,34070637.499632999301,35994246.211373001337,37855852.102788001299,35398751.652087002993,36753509.006321996450,35238901.130990996957,36130495.469099000096,36970915.230942003429,38032716.569840997458,36162024.180485002697,35412387.055109001696,
36855245.576397001743,35453352.117461003363,36392878.823243997991,34274584.596302002668,35368377.323720000684,36877761.535479001701,36241522.998043999076,37253142.701705001295,38672258.198164001107,36775678.784768998623,36600218.280612997711,36598182.215268000960,35723767.823551997542,37373089.571359001100,37213283.018781997263,36994917.120278000832,37467292.751901999116,37675229.207960002124,39281759.359636999667,35632055.227923996747,38602886.549511000514,36926970.231131002307,37977844.311411999166,38179796.045947000384,39191253.008107997477,37277582.703501999378,34310606.078479997814,36791132.588707998395,39194251.563055999577,37301684.013915002346,37774450.989583998919,38546445.016496002674,
36614889.611901000142,38444187.878631003201,39525280.168214000762,39644632.290085002780,39217370.854409001768,38634606.689852997661,40212870.024645000696,37299432.588143996894,37661488.832028999925,39745333.779398001730,37938650.399974003434,37775941.914310999215,37884941.234844997525,41195907.094039998949,38215857.798937998712,39113217.074377998710,36980297.107160001993,39843609.581286996603,38757869.417681999505,39264010.849393002689,39798770.458080999553,39050145.789021000266,38667337.764351002872,37359732.491633996367,39785947.270158000290,38393511.257267996669,39665941.551287002861,41452779.202583000064,38203918.983561001718,39712516.625349998474,39653055.484645001590,40381552.582359999418,
38685603.305202998221,40181311.866626001894,40558048.498751997948,41854420.966054998338,41038823.641516998410,39018219.538226999342,38501991.212532997131,40879995.810102000833,40495949.921662002802,38991741.279674999416,40143329.485674999654,40973347.272950001061,41376574.136362999678,39587665.375078000128,39012538.451324000955,40119323.307063996792,40749333.306694000959,39578290.248300001025,39037522.620062001050,38206891.819266997278,39824257.450595997274,42011077.356590002775,39158757.952720999718,40241251.640927001834,40360852.194011002779,39672131.061341002584,39087587.761529996991,38870790.585960999131,41806111.713528998196,44151305.433788999915,40580853.450130000710,40143496.621510997415,
41818692.681092999876,41079671.630887001753,37679035.791190996766,40601091.108855001628,40638046.486946001649,41428523.174868002534,40958357.050526000559,39118767.732311002910,39654357.991415001452,39649615.857667997479,40748044.979517996311,40621871.984907999635,36912449.960807003081,39024381.226282998919,40948772.797215998173,41453270.567583002150,40414785.103187002242,39908816.928434997797,42228780.813997000456,42678841.182153999805,39108108.286549001932,39145855.066212996840,39592080.388359002769,41765801.927284002304,40447435.524014003575,44035737.439423002303,39736870.007895998657,40378537.182300999761,43439496.179537996650,41606759.692152000964,41256795.407915003598,40220500.218923002481,
